Indice_prediccion,id_documento,Categoria_real,Categoria_predicha,Texto,Prediccion_correcta,Puntuacion_maxima,Margen_decision,Categoria_recalculada,Segunda_categoria,Puntuacion_ganadora,Puntuacion_segunda,Margen_decision_recalculado
862,2521,cloud,cloud,kubernetes: correos utiles para alertas nocturnas kubernetes: correos utiles para alertas nocturnas guia practica para mejorar y validar correos de alerta nocturna en kubernetes sin ruido ambiguedad ni pasos manuales frágiles. para mejorar kubernetes guia practica correos de alerta nocturna para mejorar kubernetes guia practica correos de alerta nocturna,True,1.2403853072707336,2.3049894997610503,cloud,backend,1.2403853072707336,-1.0646041924903167,2.3049894997610503
863,112,frontend,frontend,framework-agnostic frontend patterns: building portable components with web standards framework-agnostic frontend patterns: building portable components with web standards framework-agnostic frontend patterns: building portable components with web standards,True,2.8014501372711877,4.522239676002749,frontend,datascience,2.8014501372711873,-1.7207895387315615,4.522239676002749
864,3166,datascience,frontend,building knn from scratch because import sklearn feels like cheating building knn from scratch because import sklearn feels like cheating building k-nearest neighbors knn from scratch let s be real: in a production machine. k-nearest neighbors knn k-nearest neighbors knn,False,-0.0883068478792015,0.0099859828722764,frontend,datascience,-0.08830684787920151,-0.09829283075147799,0.009985982872276478
865,871,cloud,cloud,cloud migration strategies: the 6 rs cloud migration strategies: the 6 rs moving to the cloud isn t one decision it s a per-application decision and the 6 rs are the framework for making it. rehost replatform repurchase,True,1.9163771086072476,3.456000348559015,cloud,frontend,1.9163771086072474,-1.5396232399517675,3.456000348559015
866,1951,datascience,datascience,sql isn t the problem. scientific data is. sql isn t the problem. scientific data is. we don t have a database problem. we have a scientific data problem. every day researchers every day every day,True,1.553022278807056,1.2147668565557757,datascience,backend,1.553022278807056,0.33825542225128025,1.2147668565557757
867,2388,cloud,cloud,enterprise backup architecture considerations 2026 enterprise backup architecture considerations 2026 enterprise backup architecture considerations 2026 planning your backup.,True,0.7687867268724783,1.4534353602764911,cloud,backend,0.7687867268724783,-0.6846486334040127,1.4534353602764911
868,1236,cloud,cloud,prepare application artifacts to be deployed to aws build a multi-environment serverless app prepare application artifacts to be deployed to aws build a multi-environment serverless app exam guide: developer-associate domain 3: deployment task 1: prepare application artifacts to. prepare application prepare application,True,1.7190971561265127,3.034119932816835,cloud,frontend,1.7190971561265127,-1.3150227766903222,3.034119932816835
869,554,datascience,datascience,how i built a real-time sports stats tracker: over to you messi mbappe leads golden boot race for the ages how i built a real-time sports stats tracker: over to you messi mbappe leads golden boot race for the ages how i built a real-time sports stats tracker: over to you messi mbappe leads golden boot. golden boot... messi mbappe golden boot... messi mbappe,True,1.110034810817893,1.7763445337179289,datascience,backend,1.110034810817893,-0.6663097229000357,1.7763445337179287
870,2209,datascience,datascience,your pipeline is 11.0h behind: catching agriculture sentiment leads with pulsebit your pipeline is 11.0h behind: catching agriculture sentiment leads with pulsebit your pipeline is 11.0h behind: catching agriculture sentiment leads with pulsebit we just uncovered. 11.0h 11.0h,True,1.26733551624364,2.495679849418419,datascience,frontend,1.26733551624364,-1.2283443331747794,2.495679849418419
871,776,frontend,frontend,why claude and gpt and every other llm can t build pixel-perfect ui and how to fix it why claude and gpt and every other llm can t build pixel-perfect ui and how to fix it if you ve ever handed an ai coding assistant a beautiful figma design and gotten back a ui that s. figma ui ai figma ui ai,True,-0.1293335690596873,0.4760341605357674,frontend,backend,-0.1293335690596873,-0.6053677295954547,0.4760341605357674
872,401,frontend,frontend,performance is an architectural decision not a last-minute fix performance is an architectural decision not a last-minute fix every engineering team wants a fast application. yet i ve seen the same pattern repeat across.,True,0.1775695394903454,0.9571115123623832,frontend,cloud,0.17756953949034548,-0.7795419728720377,0.9571115123623832
873,1175,cloud,cloud,ever wondered how data travels across the internet meet the osi model ever wondered how data travels across the internet meet the osi model the cloud isn t magic. it s networking happening at an incredible scale. in the first article of.,True,0.5204994505094424,0.5427281082483447,cloud,datascience,0.5204994505094424,-0.02222865773890237,0.5427281082483447
874,3054,datascience,datascience,i turned a public-domain government csv into a searchable index of every port and airport on earth i turned a public-domain government csv into a searchable index of every port and airport on earth for a side project i needed something that turned out to be weirdly hard to find: a free clean list.,True,-0.2632883967138619,0.4584823186358471,datascience,cloud,-0.26328839671386195,-0.721770715349709,0.4584823186358471
875,2181,datascience,datascience,support vector machines: maximum-margin classification support vector machines: maximum-margin classification adapted from an appendix of my ms thesis. support vector machine the support vector.,True,1.355674520976792,2.344268198228301,datascience,backend,1.355674520976792,-0.988593677251509,2.344268198228301
876,188,datascience,datascience,your pipeline is 10.9h behind: catching fashion sentiment leads with pulsebit your pipeline is 10.9h behind: catching fashion sentiment leads with pulsebit your pipeline is 10.9h behind: catching fashion sentiment leads with pulsebit on june 18 10.9h june 18 10.9h june 18,True,1.4577905352407945,2.608733677298379,datascience,cloud,1.4577905352407945,-1.1509431420575846,2.608733677298379
877,2485,backend,backend,adding a warm up ceiling to publish.run: the fix that took two phases adding a warm up ceiling to publish.run: the fix that took two phases why did my warm up phase let posts slip past the ceiling that was already working for comments and.,True,0.6652646652918007,1.200805855117975,backend,frontend,0.6652646652918007,-0.5355411898261742,1.200805855117975
878,3746,datascience,datascience,your pipeline is 22.8h behind: catching software sentiment leads with pulsebit your pipeline is 22.8h behind: catching software sentiment leads with pulsebit your pipeline just missed a significant anomaly: a 24-hour momentum spike of +0.592 in software.,True,1.2819063262982358,2.6324422421646534,datascience,cloud,1.2819063262982358,-1.3505359158664176,2.6324422421646534
879,49,datascience,datascience,how to rewrite a chinese-tenured faculty role for us data scientist jobs how to rewrite a chinese-tenured faculty role for us data scientist jobs learn the exact rules and a before/after example for rewriting a chinese-tenured faculty research role into a us industry data scientist resume. focus on impact metrics english job titles and ats-fr english chinese english chinese,True,1.8239063154480712,2.938340082029385,datascience,backend,1.8239063154480712,-1.1144337665813135,2.938340082029385
880,1943,cloud,cloud,terraform-how to prevent sensitive data from ending up in the .tfstate terraform-how to prevent sensitive data from ending up in the .tfstate tl dr by default terraform stores all secrets in plaintext within its state file. terraform terraform,True,0.5026606822549685,1.107856936738589,cloud,datascience,0.5026606822549685,-0.6051962544836208,1.1078569367385893
881,2707,frontend,frontend,tailwind css: why it became my go-to style tailwind css: why it became my go-to style when i started learning css i wrote everything the traditional way: expressive class names css css,True,1.125673383354012,2.328734425135551,frontend,cloud,1.125673383354012,-1.203061041781539,2.328734425135551
